regulator_oln_id	target_oln_id	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
YDR207C	YDL087C	0	2	0		21329885,22720667
YDR207C	YDL193W	0	2	0		16522208,21329885
YDR207C	YDL210W	0	2	0		16522208,21329885
YDR207C	YDR035W	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YDR055W	2	1	0	inactivates	16522208,17417638,20385592
YDR207C	YDR072C	1	1	0	activates	20385592,21329885
YDR207C	YDR180W	0	2	0		21329885,22720667
YDR207C	YDR273W	0	2	0		21329885,22720667
YDR207C	YER044C-A	1	1	0	inactivates	16522208,20385592
YDR207C	YER130C	0	2	0		16522208,21329885
YDR207C	YER179W	1	1	0	inactivates	16522208,20385592
YDR207C	YFL014W	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YFL021W	1	1	0	inactivates	20385592,22720667
YDR207C	YFL061W	1	1	0	inactivates	20385592,21329885
YDR207C	YFR017C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YFR031C-A	1	1	0	inactivates	20385592,21329885
YDR207C	YGL033W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YGL036W	1	1	0	inactivates	20385592,22720667
YDR207C	YGL062W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YGL104C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YGL183C	1	1	0	inactivates	20385592,22720667
YDR207C	YGL184C	1	1	0	inactivates	16522208,20385592
YDR207C	YGL205W	0	2	0		21329885,22720667
YDR207C	YGL206C	0	2	0		21329885,22720667
YDR207C	YGR067C	0	2	0		16522208,21329885
YDR207C	YGR131W	1	1	0	inactivates	20385592,21329885
YDR207C	YGR194C	0	2	0		21329885,22720667
YDR207C	YGR264C	1	1	0	activates	16522208,20385592
YDR207C	YGR270W	0	2	0		16522208,21329885
YDR207C	YGR280C	0	2	0		16522208,21329885
YDR207C	YHL024W	2	2	0	inactivates	17417638,20385592,21329885,22720667
YDR207C	YHL030W	0	2	0		16522208,21329885
YDR207C	YHL031C	0	2	0		16522208,21329885
YDR207C	YHR014W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YHR064C	0	2	0		21329885,22720667
YDR207C	YHR079C-A	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YHR137W	1	1	0	activates	16522208,20385592
YDR207C	YHR153C	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YHR157W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YHR189W	1	1	0	inactivates	20385592,21329885
YDR207C	YHR202W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL005W	1	1	0	inactivates	20385592,21329885
YDR207C	YIL031W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL073C	0	2	0		21329885,22720667
YDR207C	YIL033C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL047C	1	1	0	inactivates	20385592,21329885
YDR207C	YIL053W	1	1	0	inactivates	20385592,21329885
YDR207C	YIL072W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL075C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL089W	1	1	0	inactivates	20385592,21329885
YDR207C	YIL090W	2	2	0	inactivates	17417638,20385592,21329885,22720667
YDR207C	YIL091C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YIL101C	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YIL123W	1	1	0	inactivates	20385592,21329885
YDR207C	YIL127C	1	1	0	inactivates	20385592,22720667
YDR207C	YIL134W	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YIL144W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YIL145C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YIL155C	1	1	0	inactivates	20385592,21329885
YDR207C	YIR013C	1	1	0	inactivates	20385592,22720667
YDR207C	YIR014W	1	1	0	inactivates	20385592,22720667
YDR207C	YIR016W	1	1	0	inactivates	20385592,21329885
YDR207C	YIR017C	1	1	0	inactivates	20385592,21329885
YDR207C	YIR018W	1	1	0	inactivates	20385592,21329885
YDR207C	YIR032C	1	1	0	inactivates	20385592,22720667
YDR207C	YIR033W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YJL089W	1	1	0	inactivates	16522208,20385592
YDR207C	YJL102W	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YJL103C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YJL106W	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YJL153C	2	1	0	inactivates	16522208,17417638,20385592
YDR207C	YJR006W	0	2	0		21329885,22720667
YDR207C	YJR094W-A	0	2	0		21329885,22720667
YDR146C	YNL238W	0	2	0		12399584,16522208
YDR207C	YJR115W	0	2	0		21329885,22720667
YDR207C	YJR137C	1	1	0	inactivates	20385592,22720667
YDR207C	YKL015W	2	2	0	inactivates	17417638,20385592,21329885,22720667
YDR207C	YKL073W	1	1	0	inactivates	20385592,21329885
YDR207C	YKL085W	1	1	0	inactivates	20385592,21329885
YDR207C	YKR009C	2	2	0	inactivates	16522208,17417638,20385592,21329885
YDR207C	YKR053C	1	1	0	inactivates	20385592,21329885
YDR207C	YKR093W	1	1	0	inactivates	20385592,21329885
YDR207C	YKR094C	1	1	0	inactivates	20385592,21329885
YDR207C	YLL029W	0	2	0		16522208,21329885
YDR207C	YLL030C	1	1	0	inactivates	20385592,22720667
YDR207C	YLL031C	1	1	0	activates	16522208,20385592
YDR207C	YLL039C	2	2	0	inactivates	16522208,17417638,20385592,21329885
YDR207C	YLL046C	1	1	0	inactivates	16522208,20385592
YDR207C	YLR024C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YLR094C	0	2	0		21329885,22720667
YDR207C	YLR095C	0	2	0		21329885,22720667
YDR207C	YLR096W	1	1	0	inactivates	20385592,22720667
YDR207C	YLR114C	1	1	0	activates	20385592,22720667
YDR207C	YLR131C	0	2	0		21329885,22720667
YDR207C	YLR152C	1	1	0	activates	20385592,21329885
YDR207C	YLR259C	0	2	0		21329885,22720667
YDR207C	YLR263W	1	1	0	inactivates	16522208,20385592
YDR207C	YLR297W	2	1	0	inactivates	16522208,17417638,20385592
YDR207C	YLR315W	1	1	0	inactivates	20385592,22720667
YDR207C	YLR329W	1	1	0	inactivates	20385592,22720667
YDR207C	YLR394W	1	1	0	inactivates	20385592,21329885
YDR207C	YLR413W	1	1	0	activates	20385592,21329885
YDR207C	YLR414C	1	1	0	inactivates	20385592,21329885
YDR207C	YLR438W	2	1	0	inactivates	16522208,17417638,20385592
YDR207C	YLR460C	1	1	0	inactivates	20385592,21329885
YDR207C	YML042W	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YML043C	0	2	0		16522208,21329885
YDR207C	YML058W	0	2	0		21329885,22720667
YDR207C	YML089C	1	1	0	inactivates	20385592,22720667
YDR207C	YML091C	1	1	0	inactivates	20385592,22720667
YDR207C	YML100W	2	2	0	inactivates	17417638,20385592,21329885,22720667
YDR207C	YML101C	0	2	0		21329885,22720667
YDR207C	YMR011W	1	1	0	activates	20385592,21329885
YDR207C	YMR018W	1	1	0	inactivates	20385592,22720667
YDR207C	YMR040W	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YMR056C	1	1	0	inactivates	20385592,21329885
YDR207C	YMR069W	0	2	0		21329885,22720667
YDR207C	YMR101C	2	1	0	inactivates	16522208,17417638,20385592
YDR207C	YMR133W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YMR147W	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YMR148W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YMR170C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YMR195W	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YMR207C	1	1	0	inactivates	20385592,22720667
YDR207C	YMR266W	1	1	0	activates	20385592,21329885
YDR207C	YMR280C	0	2	0		16522208,21329885
YDR207C	YMR281W	1	1	0	inactivates	16522208,20385592
YDR207C	YMR291W	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YMR297W	1	1	0	inactivates	20385592,22720667
YDR207C	YMR306W	0	2	0		21329885,22720667
YDR207C	YHR098C	0	2	0		21329885,22720667
YDR207C	YNL012W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YNL096C	1	1	0	activates	20385592,21329885
YDR207C	YNL149C	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YNL155W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YNL191W	0	2	0		21329885,22720667
YDR207C	YNL194C	1	1	0	activates	20385592,21329885
YDR207C	YNL196C	1	1	0	inactivates	20385592,22720667
YDR207C	YNL210W	1	1	0	inactivates	20385592,22720667
YDR207C	YNL217W	1	1	0	activates	20385592,21329885
YDR207C	YNL270C	1	1	0	inactivates	20385592,21329885
YDR207C	YNL271C	0	2	0		21329885,22720667
YDR207C	YNL304W	0	2	0		21329885,22720667
YDR207C	YNL305C	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YNR009W	1	1	0	activates	20385592,21329885
YDR207C	YNR019W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YOL058W	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YOL103W-A	1	1	0	activates	20385592,22720667
YDR207C	YOL103W-B	1	1	0	activates	20385592,22720667
YDR207C	YOL104C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YOL131W	2	2	0	inactivates	16522208,17417638,20385592,21329885
YDR207C	YOL155C	1	1	0	inactivates	20385592,21329885
YDR207C	YOR011W	1	1	0	inactivates	20385592,21329885
YDR207C	YOR019W	0	2	0		21329885,22720667
YDR207C	YOR020C	0	2	0		21329885,22720667
YDR207C	YOR101W	0	2	0		16522208,21329885
YDR207C	YOR153W	0	2	0		21329885,22720667
YDR207C	YOR177C	0	2	0		21329885,22720667
YDR207C	YOR192C-B	2	1	0	activates	17417638,20385592,21329885
YDR207C	YOR287C	0	2	0		21329885,22720667
YDR207C	YOR290C	0	2	0		16522208,21329885
YDR207C	YJL045W	0	2	0		21329885,22720667
YDR207C	YOR317W	1	1	0	inactivates	20385592,21329885
YDR207C	YOR328W	1	1	0	inactivates	20385592,21329885
YDR207C	YOR338W	1	2	0	inactivates	16522208,20385592,21329885
YDR207C	YOR351C	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YOR352W	1	1	0	inactivates	20385592,22720667
YDR207C	YOR354C	0	2	0		16522208,21329885
YDR207C	YOR374W	1	2	0	inactivates	20385592,21329885,22720667
YDR207C	YOR388C	2	1	0	inactivates	17417638,20385592,21329885
YDR207C	YOR389W	1	1	0	inactivates	20385592,21329885
YDR146C	YMR262W	0	2	0		12399584,16522208
YDR207C	YPL015C	1	1	0	inactivates	20385592,21329885
YDR207C	YPL016W	1	2	0	inactivates	16522208,17417638,21329885
YDR207C	YPL017C	2	1	0	inactivates	16522208,17417638,20385592
YDR146C	YNL016W	1	1	0	activates	20385592,21329885
YDR207C	YPL018W	2	1	0	inactivates	17417638,20385592,22720667
YDR207C	YPL111W	2	2	0	inactivates	17417638,20385592,21329885,22720667
YDR207C	YPL121C	1	1	0	inactivates	20385592,22720667
YDR207C	YPL148C	1	1	0	inactivates	20385592,22720667
YDR207C	YPL156C	1	1	0	activates	20385592,21329885
YDR207C	YPL160W	1	1	0	activates	16522208,20385592
YDR207C	YPL161C	0	2	0		16522208,21329885
YDR207C	YPL240C	0	2	0		21329885,22720667
YDR207C	YPL250C	1	1	0	inactivates	20385592,21329885
YDR207C	YPL274W	1	1	0	activates	20385592,21329885
YDR207C	YPR007C	1	1	0	inactivates	20385592,22720667
YDR207C	YPR020W	1	1	0	inactivates	20385592,22720667
YDR207C	YPR027C	1	1	0	inactivates	20385592,22720667
YDR207C	YPR029C	1	1	0	activates	16522208,20385592
YDR207C	YPR063C	0	2	0		21329885,22720667
YDR207C	YPR120C	0	2	0		21329885,22720667
YDR216W	YAL022C	0	2	0		12399584,16522208
YDR216W	YBR067C	1	1	0	activates	20385592,22720667
YDR216W	YHR136C	1	1	0	inactivates	20385592,22720667
YDR216W	YHR137W	1	1	0	inactivates	20385592,22720667
YDR253C	YAL012W	0	2	0		16522208,22438580
YDR253C	YAL040C	0	2	0		22438580,22720667
YDR253C	YBR019C	0	2	0		22438580,22720667
YDR253C	YBR020W	0	2	0		22438580,22720667
YDR253C	YBR213W	0	2	0		22438580,22720667
YDR253C	YBR294W	0	2	0		22438580,22720667
YDR253C	YBR296C	1	1	0	inactivates	20385592,22438580
YDR253C	YDL055C	0	2	0		22438580,22720667
YDR253C	YDL058W	0	2	0		16522208,22438580
YDR253C	YDL059C	0	2	0		16522208,22438580
YDR253C	YDR253C	1	2	0	activates	20385592,22438580,22720667
YDR253C	YDR254W	0	2	0		22438580,22720667
YDR253C	YDR502C	0	2	0		22438580,22720667
YDR253C	YER091C	0	2	0		16522208,22438580
YDR253C	YFL055W	0	2	0		22438580,22720667
YDR253C	YFR030W	0	2	0		16522208,22438580
YDR253C	YGL125W	0	2	0		22438580,22720667
YDR253C	YGL180W	0	2	0		22438580,22720667
YDR253C	YGL184C	0	2	0		22438580,22720667
YDR253C	YGR055W	0	2	0		16522208,22438580
YDR253C	YGR154C	0	2	0		22438580,22720667
YDR253C	YGR155W	0	2	0		22438580,22720667
YDR253C	YGR204W	0	2	0		22438580,22720667
YDR253C	YGR254W	0	2	0		22438580,22720667
YDR253C	YHL036W	0	2	0		22438580,22720667
YDR253C	YHR083W	0	2	0		22438580,22720667
YDR253C	YHR112C	0	2	0		22438580,22720667
YDR253C	YHR113W	0	2	0		22438580,22720667
YDR253C	YHR136C	1	1	0	inactivates	20385592,22438580
YDR253C	YIL046W	0	2	0		22438580,22720667
YDR253C	YIR017C	0	2	0		22438580,22720667
YDR253C	YIR018W	0	2	0		22438580,22720667
YDR253C	YJL060W	0	2	0		22438580,22720667
YDR253C	YJL100W	0	2	0		22438580,22720667
YDR253C	YJL101C	0	2	0		22438580,22720667
YDR253C	YJR010W	0	2	0		16522208,22438580
YDR253C	YJR137C	0	2	0		16522208,22438580
YDR253C	YJR138W	0	2	0		16522208,22438580
YDR253C	YKL001C	0	2	0		16522208,22438580
YDR253C	YLR092W	0	2	0		16522208,22438580
YDR253C	YLR179C	0	2	0		16522208,22438580
YDR253C	YLR180W	0	2	0		16522208,22438580
YDR253C	YLR303W	0	2	0		22438580,22720667
YDR253C	YLR327C	0	2	0		22438580,22720667
YDR253C	YMR194C-A	0	2	0		22438580,22720667
YDR253C	YNL160W	0	2	0		22438580,22720667
YDR253C	YNL191W	0	2	0		22438580,22720667
YDR253C	YNL208W	0	2	0		22438580,22720667
YDR253C	YNL241C	0	2	0		22438580,22720667
YDR253C	YNL277W	0	2	0		16522208,22438580
YDR253C	YOL064C	0	2	0		22438580,22720667
YDR253C	YOR034C	2	1	0	activates	17417638,20385592,22438580
YDR253C	YPL016W	1	1	0	activates	20385592,22438580
YDR253C	YPL054W	0	2	0		22438580,22720667
YDR253C	YPL055C	0	2	0		22438580,22720667
YDR253C	YPL223C	0	2	0		22438580,22720667
YDR253C	YPL250C	0	2	0		22438580,22720667
YDR253C	YPR150W	1	1	0	activates	17417638,22438580
YDR253C	YPR167C	0	2	0		16522208,22438580
YDR253C	YPR168W	0	2	0		16522208,22438580
YDR259C	YBL027W	0	2	0		12399584,21329885
YDR259C	YBL028C	0	2	0		12399584,21329885
YDR259C	YBL029W	0	2	0		12399584,16522208
YDR259C	YBL030C	0	2	0		12399584,16522208
YDR259C	YBR025C	0	2	0		16522208,21329885
YDR259C	YBR093C	1	1	0	inactivates	20385592,21329885
YDR259C	YBR296C	1	1	0	inactivates	20385592,21329885
YDR259C	YDL233W	1	1	0	activates	20385592,21329885
YDR259C	YDR061W	1	1	0	activates	20385592,21329885
YDR259C	YDR077W	0	2	0		12399584,16522208
YDR259C	YDR099W	1	1	0	activates	20385592,21329885
YDR259C	YDR282C	1	1	0	inactivates	20385592,21329885
YDR259C	YDR441C	0	2	0		12399584,16522208
YDR259C	YDR442W	0	2	0		12399584,22720667
YDR259C	YEL007W	0	2	0		12399584,21329885
YDR259C	YEL040W	0	2	0		21329885,22720667
YDR259C	YEL044W	0	2	0		12399584,22720667
YDR259C	YEL045C	0	2	0		12399584,22720667
YDR259C	YEL070W	0	2	0		12399584,22720667
YDR259C	YER039C-A	1	1	0	inactivates	20385592,21329885
YDR259C	YER045C	0	2	0		12399584,16522208
YDR259C	YER154W	1	1	0	activates	20385592,21329885
YDR259C	YFL004W	0	2	0		12399584,16522208
YDR259C	YGR146C-A	0	2	0		16522208,21329885
YDR259C	YGR238C	0	2	0		12399584,16522208
YDR259C	YGR249W	0	2	0		12399584,16522208
YDR259C	YHR127W	1	1	0	activates	20385592,21329885
YDR259C	YIL122W	0	2	0		12399584,16522208
YDR259C	YIL156W	1	1	0	activates	20385592,21329885
YDR259C	YIL172C	1	1	0	inactivates	12399584,20385592
YDR259C	YIR014W	0	2	0		21329885,22720667
YDR259C	YIR018C-A	0	2	0		16522208,21329885
YDR259C	YJL216C	0	2	0		12399584,22720667
YDR259C	YJL219W	0	2	0		12399584,21329885
YDR259C	YJR094W-A	0	2	0		12399584,21329885
YDR259C	YJR145C	0	2	0		12399584,16522208
YDR259C	YJR146W	0	2	0		12399584,22720667
YDR259C	YJR147W	0	2	0		12399584,16522208
YDR259C	YJR158W	0	2	0		12399584,21329885
YDR259C	YKL044W	1	2	0	inactivates	12399584,20385592,22720667
YDR259C	YKL082C	1	1	0	inactivates	20385592,21329885
YDR259C	YKL110C	0	2	0		12399584,16522208
YDR259C	YKR101W	1	1	0	inactivates	20385592,21329885
YDR259C	YLR075W	0	2	0		21329885,22720667
YDR259C	YLR121C	0	2	0		12399584,21329885
YDR259C	YLR413W	0	2	0		12399584,21329885
YDR259C	YML116W	0	3	0		12399584,21329885,22720667
YDR259C	YMR017W	0	2	0		12399584,16522208
YDR259C	YMR034C	1	1	0	inactivates	20385592,21329885
YDR259C	YMR136W	0	2	0		12399584,22720667
YDR259C	YMR177W	0	2	0		16522208,21329885
YDR259C	YMR186W	1	1	0	activates	20385592,21329885
YDR259C	YMR315W	0	2	0		16522208,21329885
YDR259C	YNL178W	0	2	0		12399584,16522208
YDR259C	YNL180C	0	2	0		12399584,16522208
YDR259C	YNL288W	0	2	0		16522208,21329885
YDR259C	YNL293W	1	1	0	activates	20385592,21329885
YDR259C	YNR067C	0	2	0		12399584,22720667
YDR259C	YOL156W	1	2	0	inactivates	12399584,20385592,22720667
YDR259C	YOL157C	0	2	0		12399584,22720667
YDR259C	YOR028C	1	2	0	inactivates	12399584,20385592,21329885
YDR259C	YPR013C	0	2	0		12399584,16522208
YDR259C	YOR049C	0	3	0		12399584,16522208,21329885
YDR259C	YOR178C	0	2	0		12399584,16522208
YDR259C	YOR180C	0	2	0		12399584,21329885
YDR259C	YPR063C	0	2	0		16522208,21329885
YDR259C	YPR065W	0	2	0		12399584,16522208
YDR259C	YPR148C	0	2	0		12399584,16522208
YDR259C	YPR149W	0	2	0		12399584,16522208
YDR277C	YHR183W	0	2	0		12399584,22720667
YDR310C	YAL018C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YAL023C	0	2	0		12399584,16522208
YDR310C	YBL107C	1	1	0	inactivates	20385592,22720667
YDR310C	YBR017C	0	2	0		12399584,16522208
YDR310C	YBR045C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YBR076W	0	2	0		12399584,22720667
YDR310C	YBR148W	2	2	0	inactivates	12399584,16522208,20385592,24766815
YDR310C	YBR180W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YBR250W	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YCL048W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YCL049C	0	2	0		12399584,16522208
YDR310C	YCR045C	1	1	0	inactivates	22720667,24766815
YDR310C	YDL028C	0	2	0		12399584,22720667
YDR310C	YDL114W	1	1	0	inactivates	22720667,24766815
YDR310C	YDL186W	0	2	0		12399584,22720667
YDR310C	YDL188C	0	2	0		12399584,22720667
YDR310C	YDR042C	2	2	0	inactivates	12399584,16522208,17417638,20385592
YDR310C	YDR218C	1	1	0	inactivates	22720667,24766815
YDR310C	YDR281C	2	1	0	inactivates	16522208,17417638,20385592
YDR310C	YDR310C	1	2	0	activates	12399584,16522208,20385592
YDR310C	YDR311W	0	2	0		12399584,16522208
YDR310C	YDR322W	0	2	0		12399584,16522208
YDR310C	YDR402C	0	2	0		12399584,22720667
YDR310C	YDR403W	0	2	0		12399584,22720667
YDR310C	YDR522C	1	2	0	inactivates	12399584,22720667,24766815
YDR310C	YDR523C	1	2	0	inactivates	12399584,22720667,24766815
YDR310C	YER085C	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YER106W	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YER142C	1	1	0	inactivates	20385592,22720667
YDR310C	YFL010W-A	0	2	0		12399584,16522208
YDR310C	YFL040W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YFR023W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YFR032C	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YFR047C	1	1	0	inactivates	20385592,22720667
YDR310C	YGL015C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YGL137W	0	2	0		12399584,16522208
YDR310C	YGL138C	2	2	0	inactivates	12399584,16522208,17417638,20385592
YDR310C	YGL170C	1	2	0	inactivates	12399584,16522208,24766815
YDR310C	YGR059W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YGR256W	0	2	0		12399584,16522208
YDR310C	YGR258C	1	2	0	inactivates	12399584,16522208,20385592
YDR310C	YGR260W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YGR273C	1	1	0	inactivates	20385592,22720667
YDR310C	YHL003C	1	1	0	activates	20385592,22720667
YDR310C	YHR015W	1	1	0	inactivates	22720667,24766815
YDR310C	YHR053C	1	1	0	inactivates	20385592,22720667
YDR310C	YHR126C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YHR184W	2	1	0	inactivates	16522208,17417638,20385592
YDR310C	YHR185C	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YIR027C	2	2	0	inactivates	12399584,16522208,17417638,20385592
YDR310C	YIR028W	0	2	0		12399584,16522208
YDR310C	YJL037W	2	2	0	inactivates	12399584,20385592,22720667,24766815
YDR310C	YJL038C	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
YDR310C	YJL043W	1	1	0	inactivates	16522208,20385592
YDR310C	YJR025C	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YJR026W	0	2	0		12399584,16522208
YDR310C	YJR027W	0	2	0		12399584,16522208
YDR310C	YJR077C	0	2	0		12399584,16522208
YDR310C	YJR078W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YJR079W	3	1	0	inactivates	12399584,17417638,20385592,24766815
YDR310C	YJR107W	1	1	0	inactivates	20385592,22720667
YDR310C	YKL178C	1	1	0	inactivates	12399584,20385592
YDR310C	YKR015C	2	1	0	inactivates	20385592,22720667,24766815
YDR310C	YKR033C	0	2	0		12399584,22720667
YDR310C	YKR035W-A	0	2	0		12399584,16522208
YDR310C	YLL004W	0	2	0		12399584,22720667
YDR310C	YLL005C	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
YDR310C	YLR040C	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YLR049C	1	1	0	inactivates	20385592,22720667
YDR310C	YLR082C	1	2	0	inactivates	12399584,16522208,20385592
YDR310C	YLR213C	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YLR308W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YLR341W	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YLR343W	3	2	0	inactivates	12399584,17417638,20385592,22720667,24766815
YDR310C	YML066C	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YML130C	1	1	0	activates	20385592,22720667
YDR310C	YMR232W	1	1	0	inactivates	20385592,22720667
YDR310C	YMR272C	0	2	0		12399584,16522208
YDR310C	YNL034W	1	1	0	inactivates	20385592,22720667
YDR310C	YNL128W	1	1	0	inactivates	20385592,22720667
YDR310C	YNL204C	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YNL317W	0	2	0		12399584,16522208
YDR310C	YNL318C	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YNL328C	1	1	0	inactivates	20385592,22720667
YDR310C	YNR034W	1	1	0	activates	20385592,22720667
YDR310C	YOL024W	2	1	0	inactivates	17417638,20385592,22720667
YDR310C	YOL047C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YOL091W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YOL102C	1	2	0	inactivates	12399584,16522208,20385592
YDR310C	YOL132W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YOR190W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YOR254C	0	2	0		12399584,16522208
YDR310C	YOR255W	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YOR298W	2	1	0	inactivates	20385592,22720667,24766815
YDR310C	YOR313C	1	2	0	inactivates	12399584,22720667,24766815
YDR310C	YOR314W	1	2	0	inactivates	12399584,20385592,22720667
YDR310C	YOR339C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YOR347C	1	1	0	inactivates	20385592,22720667
YDR310C	YOR365C	3	2	0	inactivates	12399584,16522208,17417638,20385592,24766815
YDR310C	YOR367W	0	2	0		12399584,16522208
YDR310C	YPL027W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YPL033C	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YPL095C	1	1	0	inactivates	20385592,22720667
YDR310C	YPL127C	1	1	0	activates	20385592,22720667
YDR310C	YPL129W	0	2	0		12399584,22720667
YDR310C	YPL187W	1	1	0	inactivates	20385592,22720667
YDR310C	YPR054W	3	1	0	inactivates	17417638,20385592,22720667,24766815
YDR310C	YPR078C	1	1	0	inactivates	22720667,24766815
YDR392W	YAL023C	1	1	0	activates	20385592,21329885
YDR392W	YAL038W	1	1	0	activates	20385592,21329885
YDR392W	YAL044C	1	1	0	activates	17417638,21329885
YDR392W	YAR007C	1	1	0	inactivates	20385592,21329885
YDR392W	YAR015W	1	1	0	activates	20385592,21329885
YDR392W	YBR031W	1	1	0	activates	20385592,21329885
YDR392W	YBR082C	1	1	0	inactivates	20385592,21329885
YDR392W	YBR086C	1	1	0	activates	20385592,21329885
YDR392W	YBR105C	1	1	0	activates	20385592,21329885
YDR392W	YCL009C	1	1	0	activates	20385592,21329885
YDR392W	YCL040W	1	1	0	activates	20385592,21329885
YDR392W	YCL064C	3	1	0	activates	17417638,20385592,21329885,24766815
YDR392W	YCR005C	1	1	0	inactivates	20385592,21329885
YDR392W	YCR012W	1	1	0	activates	20385592,21329885
YDR392W	YDL070W	2	1	0	activates	17417638,20385592,21329885
YDR392W	YDL182W	1	1	0	activates	20385592,21329885
YDR253C	YLL061W	0	2	0		22438580,22720667
YDR253C	YLL062C	0	2	0		22438580,22720667
YDR392W	YDL215C	1	1	0	inactivates	20385592,21329885
YDR392W	YDR044W	1	1	0	activates	20385592,21329885
YDR392W	YDR123C	1	1	0	activates	20385592,21329885
YDR392W	YDR151C	1	1	0	activates	20385592,21329885
YDR392W	YDR232W	1	1	0	activates	20385592,21329885
YDR392W	YDR380W	1	1	0	activates	20385592,21329885
